V1,V2,V3
140,20,-4835
140.06711409396,20,-4730
140.134228187919,20,-4403
140.201342281879,20,-4191
140.268456375839,20,-4397
140.335570469799,20,-4667
140.402684563758,20,-4765
140.469798657718,20,-4784
140.536912751678,20,-4833
140.604026845638,20,-4805
140.671140939597,20,-4726
140.738255033557,20,-4641
140.805369127517,20,-4616
140.872483221477,20,-4673
140.939597315436,20,-4675
141.006711409396,20,-4644
141.073825503356,20,-4625
141.140939597315,20,-4633
141.208053691275,20,-4533
141.275167785235,20,-4570
141.342281879195,20,-4629
141.409395973154,20,-4516
141.476510067114,20,-4458
141.543624161074,20,-4419
141.610738255034,20,-4390
141.677852348993,20,-4381
141.744966442953,20,-4288
141.812080536913,20,-4277
141.879194630872,20,-4186
141.946308724832,20,-4118
142.013422818792,20,-4067
142.080536912752,20,-3974
142.147651006711,20,-3579
142.214765100671,20,-3602
142.281879194631,20,-3566
142.348993288591,20,-3506
142.41610738255,20,-3332
142.48322147651,20,-3154
142.55033557047,20,-2891
142.61744966443,20,-2574
142.684563758389,20,-2271
142.751677852349,20,-1950
142.818791946309,20,-1820
142.885906040268,20,-1838
142.953020134228,20,-2347
143.020134228188,20,-2976
143.087248322148,20,-3355
143.154362416107,20,-3575
143.221476510067,20,-3697
143.288590604027,20,-3709
143.355704697987,20,-3851
143.422818791946,20,-4170
143.489932885906,20,-4111
143.557046979866,20,-3802
143.624161073825,20,-3880
143.691275167785,20,-3691
143.758389261745,20,-3423
143.825503355705,20,-3444
143.892617449664,20,-3835
143.959731543624,20,-4703
144.026845637584,20,-5025
144.093959731544,20,-4783
144.161073825503,20,-4217
144.228187919463,20,-4444
144.295302013423,20,-4317
144.362416107383,20,-3779
144.429530201342,20,-3955
144.496644295302,20,-3813
144.563758389262,20,-3629
144.630872483221,20,-3629
144.697986577181,20,-3619
144.765100671141,20,-3537
144.832214765101,20,-3464
144.89932885906,20,-3363
144.96644295302,20,-3136
145.03355704698,20,-2804
145.10067114094,20,-2286
145.167785234899,20,-1668
145.234899328859,20,-1566
145.302013422819,20,-1932
145.369127516779,20,-2281
145.436241610738,20,-2289
145.503355704698,20,-2241
145.570469798658,20,-2165
145.637583892617,20,-2178
145.704697986577,20,-2235
145.771812080537,20,-2342
145.838926174497,20,-2512
145.906040268456,20,-2809
145.973154362416,20,-3128
146.040268456376,20,-3374
146.107382550336,20,-3182
146.174496644295,20,-3113
146.241610738255,20,-3366
146.308724832215,20,-3532
146.375838926175,20,-3526
146.442953020134,20,-3391
146.510067114094,20,-2539
146.577181208054,20,-2277
146.644295302013,20,-2898
146.711409395973,20,-3755
146.778523489933,20,-3530
146.845637583893,20,-3470
146.912751677852,20,-3548
146.979865771812,20,-3615
147.046979865772,20,-3758
147.114093959732,20,-3732
147.181208053691,20,-4317
147.248322147651,20,-5407
147.315436241611,20,-6773
147.38255033557,20,-7038
147.44966442953,20,-6479
147.51677852349,20,-5387
147.58389261745,20,-4690
147.651006711409,20,-5116
147.718120805369,20,-5511
147.785234899329,20,-5555
147.852348993289,20,-5409
147.919463087248,20,-5391
147.986577181208,20,-5394
148.053691275168,20,-5382
148.120805369128,20,-5435
148.187919463087,20,-5305
148.255033557047,20,-4903
148.322147651007,20,-4703
148.389261744966,20,-4852
148.456375838926,20,-4756
148.523489932886,20,-4257
148.590604026846,20,-3916
148.657718120805,20,-3944
148.724832214765,20,-3598
148.791946308725,20,-2937
148.859060402685,20,-2178
148.926174496644,20,-1935
148.993288590604,20,-2037
