V1,V2,V3
140,20,-4842
140.016694490818,20,-4842
140.033388981636,20,-4838
140.050083472454,20,-4831
140.066777963272,20,-4825
140.08347245409,20,-4809
140.100166944908,20,-4776
140.116861435726,20,-4721
140.133555926544,20,-4547
140.150250417362,20,-4547
140.16694490818,20,-4337
140.183639398998,20,-4337
140.200333889816,20,-4181
140.217028380634,20,-4181
140.233722871452,20,-4154
140.25041736227,20,-4154
140.267111853088,20,-4192
140.283806343907,20,-4256
140.300500834725,20,-4337
140.317195325543,20,-4426
140.333889816361,20,-4509
140.350584307179,20,-4585
140.367278797997,20,-4647
140.383973288815,20,-4732
140.400667779633,20,-4732
140.417362270451,20,-4770
140.434056761269,20,-4770
140.450751252087,20,-4776
140.467445742905,20,-4776
140.484140233723,20,-4782
140.500834724541,20,-4782
140.517529215359,20,-4791
140.534223706177,20,-4806
140.550918196995,20,-4822
140.567612687813,20,-4835
140.584307178631,20,-4843
140.601001669449,20,-4837
140.617696160267,20,-4824
140.634390651085,20,-4777
140.651085141903,20,-4777
140.667779632721,20,-4730
140.684474123539,20,-4730
140.701168614357,20,-4693
140.717863105175,20,-4693
140.734557595993,20,-4657
140.751252086811,20,-4657
140.767946577629,20,-4640
140.784641068447,20,-4624
140.801335559265,20,-4613
140.818030050083,20,-4607
140.834724540902,20,-4610
140.85141903172,20,-4619
140.868113522538,20,-4637
140.884808013356,20,-4671
140.901502504174,20,-4671
140.918196994992,20,-4686
140.93489148581,20,-4686
140.951585976628,20,-4676
140.968280467446,20,-4676
140.984974958264,20,-4645
141.001669449082,20,-4645
141.0183639399,20,-4633
141.035058430718,20,-4637
141.051752921536,20,-4645
141.068447412354,20,-4646
141.085141903172,20,-4642
141.10183639399,20,-4629
141.118530884808,20,-4614
141.135225375626,20,-4585
141.151919866444,20,-4585
141.168614357262,20,-4654
141.18530884808,20,-4654
141.202003338898,20,-4584
141.218697829716,20,-4584
141.235392320534,20,-4511
141.252086811352,20,-4511
141.26878130217,20,-4491
141.285475792988,20,-4498
141.302170283806,20,-4555
141.318864774624,20,-4624
141.335559265442,20,-4644
141.35225375626,20,-4653
141.368948247078,20,-4645
141.385642737896,20,-4582
141.402337228715,20,-4582
141.419031719533,20,-4513
141.435726210351,20,-4513
141.452420701169,20,-4497
141.469115191987,20,-4497
141.485809682805,20,-4456
141.502504173623,20,-4456
141.519198664441,20,-4423
141.535893155259,20,-4422
141.552587646077,20,-4426
141.569282136895,20,-4415
141.585976627713,20,-4400
141.602671118531,20,-4393
141.619365609349,20,-4387
141.636060100167,20,-4379
141.652754590985,20,-4379
141.669449081803,20,-4428
141.686143572621,20,-4428
141.702838063439,20,-4357
141.719532554257,20,-4357
141.736227045075,20,-4295
141.752921535893,20,-4295
141.769616026711,20,-4280
141.786310517529,20,-4269
141.803005008347,20,-4268
141.819699499165,20,-4271
141.836393989983,20,-4279
141.853088480801,20,-4277
141.869782971619,20,-4248
141.886477462437,20,-4187
141.903171953255,20,-4187
141.919866444073,20,-4151
141.936560934891,20,-4151
141.95325542571,20,-4118
141.969949916528,20,-4118
141.986644407346,20,-4092
142.003338898164,20,-4092
142.020033388982,20,-4075
142.0367278798,20,-4051
142.053422370618,20,-4029
142.070116861436,20,-4054
142.086811352254,20,-4065
142.103505843072,20,-4016
142.12020033389,20,-3947
142.136894824708,20,-3782
142.153589315526,20,-3782
142.170283806344,20,-3220
142.186978297162,20,-3220
142.20367278798,20,-3587
142.220367278798,20,-3587
142.237061769616,20,-3550
142.253756260434,20,-3550
142.270450751252,20,-3574
142.28714524207,20,-3585
142.303839732888,20,-3558
142.320534223706,20,-3522
142.337228714524,20,-3523
142.353923205342,20,-3520
142.37061769616,20,-3503
142.387312186978,20,-3437
142.404006677796,20,-3437
142.420701168614,20,-3342
142.437395659432,20,-3342
142.45409015025,20,-3247
142.470784641068,20,-3247
142.487479131886,20,-3169
142.504173622705,20,-3169
142.520868113523,20,-3124
142.537562604341,20,-3082
142.554257095159,20,-3024
142.570951585977,20,-2947
142.587646076795,20,-2861
142.604340567613,20,-2774
142.621035058431,20,-2699
142.637729549249,20,-2544
142.654424040067,20,-2544
142.671118530885,20,-2368
142.687813021703,20,-2368
142.704507512521,20,-2224
142.721202003339,20,-2224
142.737896494157,20,-1910
142.754590984975,20,-1910
142.771285475793,20,-1894
142.787979966611,20,-1887
142.804674457429,20,-1856
142.821368948247,20,-1811
142.838063439065,20,-1788
142.854757929883,20,-1777
142.871452420701,20,-1802
142.888146911519,20,-1840
142.904841402337,20,-1840
142.921535893155,20,-1963
142.938230383973,20,-1963
142.954924874791,20,-2273
142.971619365609,20,-2273
142.988313856427,20,-2603
143.005008347245,20,-2603
143.021702838063,20,-2746
143.038397328881,20,-2891
143.055091819699,20,-3042
143.071786310518,20,-3181
143.088480801336,20,-3303
143.105175292154,20,-3379
143.121869782972,20,-3423
143.13856427379,20,-3447
143.155258764608,20,-3447
143.171953255426,20,-3645
143.188647746244,20,-3645
143.205342237062,20,-3683
143.22203672788,20,-3683
143.238731218698,20,-3701
143.255425709516,20,-3701
143.272120200334,20,-3693
143.288814691152,20,-3719
143.30550918197,20,-3704
143.322203672788,20,-3703
143.338898163606,20,-3721
143.355592654424,20,-3766
143.372287145242,20,-3835
143.38898163606,20,-4025
143.405676126878,20,-4025
143.422370617696,20,-4205
143.439065108514,20,-4205
143.455759599332,20,-4299
143.47245409015,20,-4299
143.489148580968,20,-4205
143.505843071786,20,-4205
143.522537562604,20,-4084
143.539232053422,20,-3946
143.55592654424,20,-3822
143.572621035058,20,-3753
143.589315525876,20,-3730
143.606010016694,20,-3752
143.622704507513,20,-3796
143.639398998331,20,-3861
143.656093489149,20,-3861
143.672787979967,20,-3790
143.689482470785,20,-3790
143.706176961603,20,-3599
